title,price,href,address,content,owner,specialist

"3-комнатная квартира, 115 м², 6/6 эт. помесячно","
                                                                        150 000 ₸
",/a/show/30402285,"
                            Жетысуский р-н, мкр Кокжиек 46
                        ","
                    монолитный дом, 2012 г.п., состояние: евроремонт, жил. площадь 50 кв.м., кухня 14 кв.м., потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет проводной, полностью меблирована, чистая, уютная, стиральная машина-автомат, кабельное ТВ, на длительный срок, удобно под…
                ",0,1

"3-комнатная квартира, 70 м², 3/4 эт. помесячно","
                                                                        150 000 ₸
",/a/show/28519910,"
                            Бостандыкский р-н, мкр Орбита-4, Утепова 19
                        ","
                    1980 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет через TV кабель, полностью меблирована, На длительный срок! срочно! Цена без ком услуг !
                ",1,0

"3-комнатная квартира, 180 м², 6 эт. помесячно","
                                                                        350 000 ₸
",/a/show/52216018,"
                            Медеуский р-н, мкр Горный Гигант
                        ","
                    жил. комплекс Тау Шатыр, 2010 г.п., Ухоженная элитная квартира со свежим ремонтом, частично меблированная, бытовая техника. Чистый горный воздух. удобные транспортные развязки. ЖК «Тау Шатыр»
                ",0,1

"3-комнатная квартира, 100 м², 5/12 эт. помесячно","
                                                                        220 000 ₸
",/a/show/52216004,"
                            Алмалинский р-н, Наурызбай Батыра 99/1 — Шевченко
                        ","
                    жил. комплекс Шанырак, монолитный дом, 2012 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 50 м², 2/5 эт. помесячно","
                                                                        145 000 ₸
",/a/show/52077012,"
                            Алмалинский р-н, Айтеке би 98
                        ","
                    кирпичный дом, 1989 г.п., состояние: хорошее, жил. площадь 29 кв.м., кухня 9 кв.м., санузел раздельный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника, Дом в 5ти мин. от Старой площади. Кв…
                ",1,0

"3-комнатная квартира, 90 м², 1/9 эт. помесячно","
                                                                        160 000 ₸
",/a/show/52076935,"
                            Алатауский р-н, Аккент 11 — Райымбека
                        ","
                    монолитный дом, 2013 г.п., состояние: евроремонт, жил. площадь 70 кв.м., кухня 15 кв.м., потолки 3.2м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный ср…
                ",1,0

"1-комнатная квартира, 39 м², 4/9 эт. помесячно","
                                                                        70 000 ₸
",/a/show/52215946,"
                            Наурызбайский р-н, мкр Шугыла 341/2
                        ","
                    2018 г.п., состояние: хорошее, жил. площадь 23 кв.м., кухня 14 кв.м., санузел совмещенный, телефон: нет, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника, В квартире есть все необходимое…
                ",1,0

"1-комнатная квартира, 33 м², 3/5 эт. помесячно","
                                                                        90 000 ₸
",/a/show/52215849,"
                            Алмалинский р-н, Абая 103 — Гагарина
                        ","
                    панельный дом, 1978 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 6 кв.м., потолки 2.6м., санузел совмещенный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 51 м², 2/2 эт. помесячно","
                                                                        90 000 ₸
",/a/show/52215841,"
                            Маркова — Тимирязева
                        ","
                    кирпичный дом, 1982 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника, Квартира в отличном состоянии, в центре города, новый спаль…
                ",0,1

"3-комнатная квартира, 72 м², 3/3 эт. помесячно","
                                                                        250 000 ₸
",/a/show/51968512,"
                            Алмалинский р-н, Желтоксан
                        ","
                    кирпичный дом, 1959 г.п., состояние: евроремонт, жил. площадь 48 кв.м., кухня 9 кв.м., потолки 3м., санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телев…
                ",1,0

"2-комнатная квартира, 50 м², 3/4 эт. помесячно","
                                                                        120 000 ₸
",/a/show/51190983,"
                            Ауэзовский р-н, мкр №11, Шаляпина 8 — Мате Залке
                        ","
                    кирпичный дом, 1976 г.п., состояние: евроремонт, жил. площадь 49 кв.м., кухня 6 кв.м., санузел совмещенный, интернет оптика, полностью меблирована, чистая, холодильник, стиральная машина-автомат, + квартплата, семейным, на длительный срок, вся бытовая техника, КВАРТИРА БУДЕТ ДОСТУПНА К АРЕНДЕ ТОЛ…
                ",1,0

"3-комнатная квартира, 70 м², 1/5 эт. помесячно","
                                                                        130 000 ₸
",/a/show/52055680,"
                            Алмалинский р-н, улица Байзакова — Калинина
                        ","
                    кирпичный дом, 1990 г.п., состояние: хорошее, жил. площадь 42 кв.м., кухня 10 кв.м., санузел раздельный, телефон: отдельный, интернет через TV кабель, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок
                ",0,1

"2-комнатная квартира, 48 м², 2/2 эт. помесячно","
                                                                        90 000 ₸
",/a/show/28488251,"
                            Маркова — Тимирязева
                        ","
                    кирпичный дом, 1982 г.п., состояние: хорошее, санузел раздельный, полностью меблирована, на длительный срок, кабельное ТВ, телевизор, вся бытовая техника, уютная, чистая, холодильник, + квартплата, стиральная машина-автомат, Квартира в центре города, в отличном состоянии. Услуги после просмотра
                ",0,1

"3-комнатная квартира, 70 м², 1/9 эт. помесячно","
                                                                        90 000 ₸
",/a/show/51738398,"
                            Алатауский р-н, Микрорайон Асыл Арман 2
                        ","
                    2014 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, интернет проводной, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"5-комнатная квартира, 300 м², 15/16 эт. помесячно","
                                                                        700 000 ₸
",/a/show/52215634,"
                            Бостандыкский р-н, Наурызбай Батыра 152А — проспект Абая
                        ","
                    жил. комплекс Овация, монолитный дом, 2005 г.п., состояние: евроремонт, санузел 2 с/у и более, полностью меблирована, Двухуровневый пентх. ус
                ",0,1

"2-комнатная квартира, 68 м², 6/12 эт. помесячно","
                                                                        110 000 ₸
",/a/show/49919120,"
                            Алатауский р-н, мкр Алгабас-1 65
                        ","
                    монолитный дом, 2018 г.п., состояние: хорошее, жил. площадь 65 кв.м., кухня 11 кв.м., санузел совмещенный, телефон: есть возможность подключения, полностью меблирована, чистая, холодильник, стиральная машина-автомат, + квартплата, семейным, на длительный срок, Квартира с новым ремонтом. С нов…
                ",1,0

"2-комнатная квартира, 67 м², 9/9 эт. помесячно","
                                                                        150 000 ₸
",/a/show/52076557,"
                            Алатауский р-н, Аккент 27
                        ","
                    жил. комплекс АкКент, монолитный дом, 2010 г.п., состояние: евроремонт, потолки 3м., санузел совмещенный, интернет ADSL, полностью меблирована, Квартира в очень хорошем состоянии, сдам хорошим и добропорядочным людям, холодильник большой, тв, есть телефон, кухня встроенная, посудомоечное машина, ес…
                ",1,0

"2-комнатная квартира, 100 м², 12/16 эт. помесячно","
                                                                        270 000 ₸
",/a/show/52215332,"
                            Бостандыкский р-н, Наурызбай Батыра — Абая
                        ","
                    жил. комплекс Овация, 2004 г.п., состояние: евроремонт, полностью меблирована, + квартплата, Отличный район. Квартира уютная и светлая. Развитая инфраструктура
                ",0,1

"1-комнатная квартира, 36 м², 3/5 эт. помесячно","
                                                                        80 000 ₸
",/a/show/52215327,"
                            Ауэзовский р-н, мкр Аксай-4 — Момышулы
                        ","
                    1997 г.п., жил. площадь 18 кв.м., кухня 8 кв.м., чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника, Сдается с 30 число. Просмотр можно
                ",0,1

"4-комнатная квартира, 180 м², 4/4 эт. помесячно","
                                                                        1 000 000 ₸
",/a/show/52215275,"
                            Медеуский р-н, Жамал Омаровой 21 — Царское село
                        ","
                    жил. комплекс Европолис, кирпичный дом, 2010 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, телефон: отдельный, полностью меблирована, + квартплата, семейным, на длительный срок, вся бытовая техника, Сдается впервые с шикарным авторским ремонтом
                ",0,1

"3-комнатная квартира, 76 м², 3/5 эт. помесячно","
                                                                        205 000 ₸
",/a/show/49419349,"
                            Бостандыкский р-н, мкр Орбита-3 7А — Мустафина Фрунзе
                        ","
                    жил. комплекс Alatau Village, кирпичный дом, 1988 г.п., состояние: хорошее, жил. площадь 69 кв.м., кухня 14 кв.м., потолки 2.2м., санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, чистая, на длительный срок, телевизор, уютная, холодильник, стиральная машина-авто…
                ",1,0

"3-комнатная квартира, 120 м², 2/4 эт. помесячно","
                                                                        400 000 ₸
",/a/show/51080282,"
                            Медеуский р-н, Луганского 21а — Сатпаева Достык
                        ","
                    кирпичный дом, 2005 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, оплата поквартально, + квартплата, семейным, на длительный срок, удобно под офис, телевизор, в…
                ",1,0

"2-комнатная квартира, 44 м², 4/5 эт. помесячно","
                                                                        100 000 ₸
",/a/show/51507010,"
                            Наурызбайский р-н, мкр Акжар
                        ","
                    панельный дом, 1992 г.п., состояние: среднее, жил. площадь 36 кв.м., кухня 11 кв.м., потолки 2.5м., санузел совмещенный, телефон: отдельный, частично меблирована, Сдам в аренду квартиру, состояние хорошее
                ",1,0

"2-комнатная квартира, 80 м², 3/22 эт. помесячно","
                                                                        360 000 ₸
",/a/show/30899003,"
                            Алмалинский р-н, Абылай хана 92 — Кабанбай батыра
                        ","
                    жил. комплекс Столичный Центр, кирпичный дом, 2005 г.п., состояние: хорошее, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, оплата поквартально, + квартплата, на длительный срок…
                ",1,0

"2-комнатная квартира, 78 м², 1/3 эт. помесячно","
                                                                        180 000 ₸
",/a/show/51439841,"
                            Жетысу-2
                        ","
                    жил. комплекс Адиет, монолитный дом, 2007 г.п., состояние: хорошее, жил. площадь 55 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, Семейным, на долгий срок, платежеспособным
                ",1,0

"3-комнатная квартира, 120 м², 14/14 эт. помесячно","
                                                                        360 000 ₸
",/a/show/48655026,"
                            Бостандыкский р-н, Бостандык — Ескараева 225
                        ","
                    жил. комплекс КУАТ на Ескараева, монолитный дом, 2006 г.п., состояние: евроремонт, жил. площадь 80 кв.м., кухня 30 кв.м., потолки 3м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, опл…
                ",0,1

"3-комнатная квартира, 98 м², 13/19 эт. помесячно","
                                                                        350 000 ₸
",/a/show/30608624,"
                            Ауэзовский р-н, Аскарова Асанбая 4 — проспект Аль-Фараби
                        ","
                    жил. комплекс Apple Town, монолитный дом, 2012 г.п., состояние: евроремонт, потолки 2.8м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет проводной, полностью меблирована, чистая, холодильник, стиральная машина-автомат, оплата поквартально, + квартплата, семейным, н…
                ",0,1

"1-комнатная квартира, 33.1 м², 4/5 эт. помесячно","
                                                                        100 000 ₸
",/a/show/51231037,"
                            Бостандыкский р-н, мкр Орбита-2, Навои — Фрунзе
                        ","
                    кирпичный дом, 1992 г.п., состояние: хорошее, жил. площадь 17.5 кв.м., кухня 7 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор, вс…
                ",1,0

"3-комнатная квартира, 104 м², 7/9 эт. помесячно","
                                                                        250 000 ₸
",/a/show/19920385,"
                            Медеуский р-н, Достык (Ленина) 48 — Шевченко
                        ","
                    монолитный дом, 1980 г.п., состояние: евроремонт, жил. площадь 74 кв.м., кухня 12 кв.м., потолки 3м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный сро…
                ",1,0

"2-комнатная квартира, 57 м², 8/8 эт. помесячно","
                                                                        170 000 ₸
",/a/show/51455792,"
                            Ауэзовский р-н, мкр Таугуль
                        ","
                    кирпичный дом, 1988 г.п., состояние: хорошее, жил. площадь 40 кв.м., кухня 12 кв.м., санузел раздельный, телефон: отдельный, интернет проводной, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, на длительный срок, телевизор…
                ",1,0

"3-комнатная квартира, 130 м², 11/21 эт. помесячно","
                                                                        1 000 000 ₸
",/a/show/50129828,"
                            Аль Фараби 77
                        ","
                    жил. комплекс Esentai Apartments, монолитный дом, 2014 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, + квартплата, семейным, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 54 м², 3/9 эт. помесячно","
                                                                        80 000 ₸
",/a/show/52218021,"
                            Ауэзовский р-н, мкр Аксай-4, Аксай-4 Момышулы 27
                        ","
                    1987 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"1-комнатная квартира, 31 м², 2/4 эт. помесячно","
                                                                        65 000 ₸
",/a/show/52217954,"
                            Ауэзовский р-н, Абая 5 — Сайна
                        ","
                    кирпичный дом, 1989 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 6 кв.м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, на длительный срок, телевизор, вся быто…
                ",0,1

"1-комнатная квартира, 36 м², 2 эт. помесячно","
                                                                        55 000 ₸
",/a/show/52217930,"
                            Жетысуский р-н, мкр Айнабулак-1
                        ","
                    1985 г.п., состояние: хорошее, телефон: отдельный, интернет ADSL, полностью меблирована, холодильник, стиральная машина-автомат, кабельное ТВ, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"1-комнатная квартира, 34 м², 2 эт. помесячно","
                                                                        50 000 ₸
",/a/show/52217896,"
                            Жетысуский р-н, мкр Кулагер
                        ","
                    2003 г.п., состояние: хорошее, телефон: отдельный, интернет ADSL, полностью меблирована, холодильник, стиральная машина-автомат, кабельное ТВ, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 58 м², 3 эт. помесячно","
                                                                        65 000 ₸
",/a/show/52217858,"
                            Жетысуский р-н, мкр Кокжиек
                        ","
                    2002 г.п., состояние: хорошее, телефон: отдельный, интернет ADSL, полностью меблирована, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"2-комнатная квартира, 48 м², 2/3 эт. помесячно","
                                                                        150 000 ₸
",/a/show/30758442,"
                            Алмалинский р-н, Кабанбай Батыра 154 — Досмухамедова
                        ","
                    кирпичный дом, 1956 г.п., состояние: хорошее, жил. площадь 30 кв.м., кухня 6 кв.м., потолки 3м., санузел раздельный, телефон: есть возможность подключения, интернет оптика, полностью меблирована, чистая, на длительный срок, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-авто…
                ",1,0

"3-комнатная квартира, 58 м², 2 эт. помесячно","
                                                                        150 000 ₸
",/a/show/52215854,"
                            Алмалинский р-н, Муратбаева 48 — Макатаева
                        ","
                    кирпичный дом, 1986 г.п., состояние: хорошее, санузел совмещенный, телефон: есть возможность подключения, полностью меблирована, чистая, уютная, холодильник, + квартплата, семейным, на длительный срок, вся бытовая техника, Сдаётся трехкомнатная квартира в центре города. Рядом есть - Мега парк…
                ",0,1

"2-комнатная квартира, 85 м², 13/21 эт. помесячно","
                                                                        300 000 ₸
",/a/show/26361617,"
                            Бостандыкский р-н, Аль-Фараби 21
                        ","
                    жил. комплекс AFD Plaza, монолитный дом, 2014 г.п., состояние: евроремонт, санузел 2 с/у и более, интернет оптика, полностью меблирована, чистая, на длительный срок, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата
                ",0,1

"4-комнатная квартира, 135 м², 12 эт. помесячно","
                                                                        350 000 ₸
",/a/show/51288791,"
                            Бостандыкский р-н, мкр Керемет 5к17
                        ","
                    монолитный дом, 2006 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, На длительный срок
                ",0,1

"2-комнатная квартира, 70 м², 10/18 эт. помесячно","
                                                                        300 000 ₸
",/a/show/52201677,"
                            Алмалинский р-н, Брусиловского 167 — Шакарима
                        ","
                    жил. комплекс Алтын Булак 2, монолитный дом, 2012 г.п., состояние: евроремонт, санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вся бытовая техника, Сдает…
                ",0,1

"2-комнатная квартира, 60 м², 14/25 эт. помесячно","
                                                                        180 000 ₸
",/a/show/47813834,"
                            Бостандыкский р-н, Каблукова 38В — Торайгырова
                        ","
                    жил. комплекс Mega Tower Almaty, монолитный дом, 2014 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, на длительный срок, телевизор, вся бытовая техник…
                ",0,1

"2-комнатная квартира, 58 м², 1/9 эт. помесячно","
                                                                        200 000 ₸
",/a/show/52209067,"
                            Медеуский р-н, мкр Самал-2, Назарбаева 72 — Бектурова ( Мендикулова )
                        ","
                    1995 г.п., состояние: евроремонт, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, на длительный срок, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, Сдаётся впервые отличная квартира, в самом дорого…
                ",0,1

"1-комнатная квартира, 42 м², 3/9 эт. помесячно","
                                                                        150 000 ₸
",/a/show/50545732,"
                            Бостандыкский р-н, проспект Абая 130 — Розыбакиева
                        ","
                    жил. комплекс Abay 130, монолитный дом, 2018 г.п., состояние: евроремонт, санузел совмещенный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, + квартплата, на длительный срок, телевизор, вся бытовая техника, Сдается впервые! Абсолютно новая квартира! Свежий рем…
                ",0,1

"3-комнатная квартира, 135 м², 10/21 эт. помесячно","
                                                                        480 000 ₸
",/a/show/50235839,"
                            Бостандыкский р-н, Аль-Фараби 21 — Каратаева
                        ","
                    жил. комплекс AFD Plaza, монолитный дом, 2014 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, семейным, на длительный срок, телевизор, вся бытовая техника
                ",0,1

"3-комнатная квартира, 80 м², 4/5 эт. помесячно","
                                                                        200 000 ₸
",/a/show/30398104,"
                            Бостандыкский р-н, мкр Коктем-2, Тимирязева 16 — Мусрепова
                        ","
                    кирпичный дом, 1985 г.п., состояние: хорошее, жил. площадь 50 кв.м., кухня 12 кв.м., санузел раздельный, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, Дом находится выше Бухар-жырау ниже Тимирязева, расположен очень удобно, внутри дв…
                ",0,1

"2-комнатная квартира, 80 м², 8/14 эт. помесячно","
                                                                        190 000 ₸
",/a/show/51820348,"
                            Бостандыкский р-н, Торайгырова 25/2 — Саина
                        ","
                    жил. комплекс КУАТ на Торайгырова - Саина, монолитный дом, 2008 г.п., состояние: евроремонт, жил. площадь 50 кв.м., кухня 20 кв.м., потолки 3м., санузел раздельный, телефон: отдельный, интернет проводной, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ…
                ",0,1

"2-комнатная квартира, 55 м², 5/13 эт. помесячно","
                                                                        300 000 ₸
",/a/show/30075426,"
                            Медеуский р-н, проспект Достык 138 — Жолдасбекова
                        ","
                    жил. комплекс Latifa residence, монолитный дом, 2018 г.п., состояние: евроремонт, полностью меблирована, вся бытовая техника, Элитный жилой комплекс ""Latifa Residence"" вся мебель и техника новая. Депозит
                ",0,1

"3-комнатная квартира, 63 м², 5/5 эт. помесячно","
                                                                        150 000 ₸
",/a/show/52120867,"
                            Богенбай батыра 271 — Жарокова
                        ","
                    панельный дом, 1978 г.п., состояние: евроремонт, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, на длительный срок, телевизор, вся бытовая техника, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, семейным, Двор чистый, новая детс…
                ",1,0

"2-комнатная квартира, 50 м², 9/15 эт. помесячно","
                                                                        190 000 ₸
",/a/show/52170425,"
                            Бостандыкский р-н, Радостовца 255 — Утепова
                        ","
                    жил. комплекс Новый Мир-2 на Радостовца - Утепова, кирпичный дом, 2014 г.п., состояние: евроремонт, потолки 3м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный сро…
                ",0,1

"2-комнатная квартира, 36 м², 2/2 эт. помесячно","
                                                                        60 000 ₸
",/a/show/28698254,"
                            Турксибский р-н, мкр Кайрат 38/3
                        ","
                    кирпичный дом, 2016 г.п., состояние: хорошее, санузел раздельный, частично меблирована, чистая, уютная, семейным, на длительный срок, Сдается квартира 2 комнаты, спальня и кухня, в комнате есть отдельно туалет и раковина, диван, шифоньер, кухонный гарнитур, кухонный стол и 4 стулья, все мебел…
                ",1,0

"2-комнатная квартира, 46 м², 13/13 эт. помесячно","
                                                                        280 000 ₸
",/a/show/51209446,"
                            Достык 138 — Жолдасбекова
                        ","
                    жил. комплекс Latifa residence, монолитный дом, 2018 г.п., Красивая, стильная квартира, сразу после ремонта, никто не жил, абсолютно все новое (техника, мебель, бытовая мелочь). Шикарный вид на Коктобе. Очень удачная локация. Деловой центр, в тоже время сразу за комплексом речка, зелёная прогулоч…
                ",0,1

"3-комнатная квартира, 125 м² помесячно","
                                                                        450 000 ₸
",/a/show/27833526,"
                            Бостандыкский р-н, Ботанический сад 17 — Аль-Фараби
                        ","
                    жил. комплекс Ботанический Cад, монолитный дом, 2010 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, на длительный срок, телевизор, вс…
                ",0,1

"3-комнатная квартира, 110 м² помесячно","
                                                                        850 000 ₸
",/a/show/50254827,"
                            Медеуский р-н, Горная 276/8 — проспект Достык
                        ","
                    жил. комплекс Арман Вилла, монолитный дом, 2014 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, чистая, уютная, холодильник, стиральная машина-автомат, кабельное ТВ, + квартплата, телевизор, вся бытовая техника, бесплатны…
                ",0,1

"4-комнатная квартира, 125 м², 1/2 эт. помесячно","
                                                                        250 000 ₸
",/a/show/29984273,"
                            Медеуский р-н, Каирбекова — Жибек Жолы
                        ","
                    кирпичный дом, 1960 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, полностью меблирована, После ремонта ! Сигнализация! Толстые кирпичные стены- звуко, теплоизоляция ! ЗВОНИТЕ ! 2 полноценных санузла. Вся техника. ХОРОШАЯ, рыночная цена! С/у Ануар
                ",0,1
